status_id,num_likes,first_page_comment,comments_beyond_pageone
122366544456362_1348452265181111,1,2,0
122366544456362_1348441211848883,0,0,0
122366544456362_1348423885183949,0,2,0
122366544456362_1348394248520246,0,0,0
122366544456362_1348374515188886,1,1,0
122366544456362_1348367991856205,2,0,0
122366544456362_1348356651857339,1,1,0
122366544456362_1348356511857353,1,1,0
122366544456362_1348353221857682,1,1,0
122366544456362_1348283011864703,1,5,0
122366544456362_1348281198531551,2,2,0
122366544456362_1348272985199039,1,1,0
122366544456362_1348196765206661,0,1,0
122366544456362_1348196768539994,1,2,0
122366544456362_1348174608542210,0,0,0
122366544456362_1348167191876285,3,1,0
122366544456362_1344081502284854,51218,172,99
122366544456362_1348095275216810,1,1,0
122366544456362_1348092515217086,1,1,0
122366544456362_1348086505217687,1,2,0
122366544456362_1348082405218097,2,10,0
122366544456362_1348023408557330,2,1,0
122366544456362_1347949438564727,3,2,0
122366544456362_1347934611899543,1,1,0
122366544456362_1347636865262651,1,1,0
122366544456362_1347633901929614,2,0,0
122366544456362_1347611258598545,1,0,0
122366544456362_1347598788599792,1,3,0
122366544456362_1347518311941173,3,2,0
122366544456362_1347505928609078,1,1,0
122366544456362_1347503511942653,0,0,0
122366544456362_1347477775278560,0,0,0
122366544456362_1347369508622720,0,0,0
122366544456362_1347363331956671,0,3,0
122366544456362_1347355518624119,0,2,0
122366544456362_1347340671958937,0,2,0
122366544456362_1347338128625858,0,1,0
122366544456362_1347331681959836,0,3,0
122366544456362_1347330885293249,0,0,0
122366544456362_1347315585294779,0,2,0
122366544456362_1347314138628257,0,1,0
122366544456362_984815251584986,0,0,0
122366544456362_1347223101970694,0,2,0
122366544456362_1347013098658361,128,19,3
122366544456362_1347207885305549,1,2,0
122366544456362_1347190358640635,0,0,0
122366544456362_1344080845618253,44765,135,147
122366544456362_1347122878647383,0,1,0
122366544456362_1347122608647410,0,1,0
122366544456362_1347117428647928,0,0,0
122366544456362_1347078871985117,0,1,0
122366544456362_1347056208654050,1,2,0
