status_id,num_likes,first_page_comment,comments_beyond_pageone
115332808485663_965828196769449,749,41,16
115332808485663_965751626777106,4212,142,78
115332808485663_965688276783441,183221,1612,5246
115332808485663_965339043485031,3906,107,77
115332808485663_965262443492691,3374,66,71
115332808485663_965211626831106,129209,948,2842
115332808485663_964841103534825,330348,2349,5900
115332808485663_964773533541582,5851,134,65
115332808485663_964697476882521,3360,80,25
115332808485663_964363676915901,3513,57,37
115332808485663_964348476917421,718,40,0
115332808485663_964169460268656,4369,67,57
115332808485663_964094206942848,277962,3556,13157
115332808485663_963761966976072,22553,172,53
115332808485663_963647980320804,4134,62,59
115332808485663_963558250329777,166510,2240,3494
115332808485663_963122930373309,3223,50,31
115332808485663_963048243714111,2929,62,32
115332808485663_962970600388542,5617,114,79
115332808485663_962581873760748,710,24,2
115332808485663_962474970438105,4610,72,44
115332808485663_962388717113397,3619,46,40
115332808485663_962310977121171,3559,83,47
115332808485663_961986970486905,179511,978,3054
115332808485663_961919223827013,2345,50,20
115332808485663_961859323833003,3659,89,55
115332808485663_961533877198881,1690,69,26
115332808485663_961507530534849,574,35,0
115332808485663_961494987202770,555,17,0
115332808485663_961470487205220,3019,52,3
115332808485663_961396603879275,847,39,0
115332808485663_960986370586965,2090,64,18
115332808485663_960909550594647,2456,38,14
115332808485663_960841647268104,279760,2733,626
115332808485663_960454383973497,3942,80,34
115332808485663_960380717314197,4663,88,43
115332808485663_960307780654824,53363,367,116
115332808485663_959754354043500,240247,2253,482
115332808485663_958238567528412,1656,66,34
115332808485663_959161137436155,2541,70,22
115332808485663_959092297443039,72206,505,120
115332808485663_958751647477104,1161,44,9
115332808485663_958696080815994,529,26,0
115332808485663_958693354149600,5805,89,46
115332808485663_958680524150883,896,26,5
115332808485663_958625600823042,381,19,0
115332808485663_958595810826021,174562,1699,583
115332808485663_958264064192529,1400,48,17
115332808485663_958172954201640,3883,64,32
115332808485663_957782737573995,5930,150,64
115332808485663_957712930914309,4751,96,60
115332808485663_957149564303979,4654,130,52
115332808485663_957135860972016,2906,52,20
115332808485663_957074920978110,3613,73,22
115332808485663_957004657651803,21164,171,42
115332808485663_956673221018280,2602,54,14
115332808485663_956641154354820,2600,64,39
115332808485663_956574981028104,36403,2078,601
115332808485663_956164784402457,5234,97,49
115332808485663_956096467742622,3281,57,38
115332808485663_956027444416191,235175,1613,357
115332808485663_955601477792121,2809,66,19
115332808485663_955465627805706,1983,54,30
115332808485663_955361527816116,3448,72,42
115332808485663_954912254527710,3059,53,22
115332808485663_954822164536719,6051,85,55
115332808485663_954738731211729,134376,1137,267
115332808485663_954409961244606,4451,147,37
115332808485663_954407887911480,459,51,0
115332808485663_954318614587074,2442,54,9
115332808485663_954228371262765,2313,42,11
115332808485663_954036234615312,695,35,4
115332808485663_953913234627612,2547,78,37
115332808485663_953908621294740,428,25,1
115332808485663_953773507974918,1719,81,10
115332808485663_953715274647408,664869,18789,4548
115332808485663_953417498010519,1274,91,30
115332808485663_953294378022831,3617,128,48
115332808485663_953225778029691,140442,1545,589
115332808485663_952725761413026,5224,111,94
115332808485663_952664998085769,1067,45,3
115332808485663_952656498086619,2344,50,16
115332808485663_952576108094658,156878,2709,764
115332808485663_952078161477786,5845,232,81
115332808485663_952031328149136,1362,115,46
115332808485663_952006688151600,669,24,1
115332808485663_951965578155711,3588,64,34
115332808485663_951591858193083,2272,85,22
115332808485663_951518618200407,169640,1331,455
115332808485663_951437911541811,1680,44,18
115332808485663_951069511578651,2971,53,12
115332808485663_951005084918427,3791,48,55
115332808485663_950604484958487,1108,25,35
115332808485663_950612561624346,4476,96,68
115332808485663_950600128292256,2424,94,1
115332808485663_950542981631304,2307,43,28
115332808485663_950121205006815,925,46,16
115332808485663_950114895007446,928,29,11
115332808485663_950044215014514,2743,71,27
115332808485663_949980215020914,63337,619,1136
115332808485663_949656335053302,3738,93,44
115332808485663_949575885061347,4189,115,79
115332808485663_949499485068987,1359,133,65
115332808485663_949179881767614,77645,665,253
115332808485663_949120298440239,109203,3133,751
115332808485663_949054381780164,4019,137,47
115332808485663_948866211798981,3941,107,40
115332808485663_948626925156243,18041,196,46
115332808485663_948545525164383,1857,53,15
115332808485663_947723195246616,1451,30,17
115332808485663_948106718541597,813,29,0
115332808485663_948102668542002,4338,76,47
115332808485663_948046191880983,9830,200,76
115332808485663_947966291888973,3732,57,37
115332808485663_947949028557366,617,10,0
115332808485663_947592338593035,3475,59,29
115332808485663_947588818593387,488,19,0
115332808485663_947524258599843,3689,74,64
115332808485663_947457881939814,3941,107,40
115332808485663_947451815273754,227872,1427,498
115332808485663_947144145304521,177928,2353,1101
115332808485663_946999085319027,3019,55,16
115332808485663_946674128684856,125035,1917,488
115332808485663_946576272027975,2573,105,13
115332808485663_946501335368802,3856,106,54
115332808485663_946109185408017,3672,57,27
115332808485663_946034185415517,4542,69,32
115332808485663_945948375424098,3422,82,36
115332808485663_945605562125046,3880,58,28
115332808485663_945527788799490,3524,54,22
115332808485663_945467795472156,4252,92,49
115332808485663_945137918838477,1236,41,32
115332808485663_945058188846450,4528,78,26
115332808485663_944990385519897,4035,94,32
115332808485663_944790515539884,8275,159,123
115332808485663_943569562328646,662,65,8
115332808485663_944467835572152,3961,92,24
115332808485663_944104905608445,3993,63,41
115332808485663_944028145616121,842,30,10
115332808485663_943565838995685,32389,290,805
115332808485663_943582842327318,128609,1324,266
115332808485663_943492309003038,2071,51,22
115332808485663_943437379008531,5489,63,37
115332808485663_943130239039245,5253,64,33
115332808485663_943049749047294,2765,56,17
115332808485663_942996009052668,1216,28,34
115332808485663_942685229083746,5136,52,51
115332808485663_942614715757464,1257,44,8
115332808485663_942559032429699,5736,81,30
115332808485663_942231865795749,4425,43,69
115332808485663_942160002469602,4054,42,41
115332808485663_942111709141098,4480,61,39
115332808485663_941763435842592,2791,34,19
115332808485663_941694952516107,2107,29,9
115332808485663_941619179190351,2021,29,11
115332808485663_941272032558399,4191,39,25
115332808485663_941203725898563,3637,59,36
115332808485663_941142852571317,220998,3355,1398
115332808485663_940842445934691,4393,92,34
115332808485663_940772999274969,4033,79,16
115332808485663_940715665947369,3345,68,35
115332808485663_940367872648815,4171,85,35
115332808485663_940301215988814,3959,54,21
115332808485663_939828892702713,4571,138,135
115332808485663_939906629361606,5466,69,44
115332808485663_939839462701656,6478,63,54
115332808485663_939782186040717,118732,1877,405
115332808485663_939508969401372,2681,58,26
115332808485663_939491229403146,3355,62,26
115332808485663_939423466076589,2401,55,8
115332808485663_939356902749912,8076,106,143
115332808485663_939070809445188,5018,82,50
115332808485663_938978619454407,3931,79,21
115332808485663_938909256128010,5576,86,57
115332808485663_938597252825877,4446,70,43
115332808485663_938530529499216,4407,54,37
115332808485663_938501209502148,9830,200,76
115332808485663_938465842839018,372,45,1
115332808485663_938075706211365,4210,117,28
115332808485663_938005179551751,2080,44,11
115332808485663_937947546224181,3487,50,22
115332808485663_937649616253974,4085,62,26
115332808485663_937589542926648,131836,2036,883
115332808485663_937536932931909,5232,95,67
115332808485663_937245419627727,3276,41,22
115332808485663_937165056302430,3847,50,43
115332808485663_937106676308268,4066,61,39
115332808485663_936775259674743,5508,58,60
115332808485663_936697289682540,7039,75,92
115332808485663_936695803016022,5168,52,13
115332808485663_936634176355518,1609,44,11
115332808485663_936339006385035,1717,36,3
115332808485663_936279779724291,2043,36,8
115332808485663_936212389731030,1619,42,6
115332808485663_935918886427047,1785,32,11
115332808485663_935855359766733,6359,115,75
115332808485663_935789916439944,31239,171,36
115332808485663_935470963138506,24283,161,28
115332808485663_935326986486237,41874,239,41
115332808485663_935268243158778,9782,94,179
115332808485663_935263019825967,872,29,1
115332808485663_934926583192944,28737,139,30
115332808485663_934860666532869,69117,798,400
115332808485663_934788453206757,40374,184,39
115332808485663_934483913237211,2070,52,9
115332808485663_934379586580977,27064,170,27
115332808485663_934359269916342,5574,45,57
115332808485663_934300813255521,60019,1029,475
115332808485663_934101339942135,2311,41,10
115332808485663_933981066620829,6188,59,67
115332808485663_933921026626833,3873,58,28
115332808485663_933879673297635,228970,2938,1309
115332808485663_933576819994587,2234,61,8
115332808485663_933541033331499,2453,57,11
115332808485663_933487973336805,1895,97,17
115332808485663_933419366676999,9269,91,18
115332808485663_933083570043912,1879,71,11
115332808485663_933063730045896,4079,49,31
115332808485663_932905823395020,8593,61,16
115332808485663_932522666766669,1938,125,11
115332808485663_932439480108321,3781,53,20
115332808485663_932364410115828,17527,144,42
115332808485663_932072386811697,4256,54,9
115332808485663_932005746818361,2787,60,18
115332808485663_931921363493466,9460,109,60
115332808485663_931028973582705,9985,93,141
115332808485663_931560896862846,11368,183,175
115332808485663_931477910204478,5835,54,34
115332808485663_931395426879393,15753,130,47
115332808485663_931048563580746,6750,91,37
115332808485663_930873646931571,2517,196,38
115332808485663_930501950302074,2746,66,18
115332808485663_930431050309164,58169,617,198
115332808485663_930363296982606,43092,542,215
115332808485663_929923420359927,2247,120,13
115332808485663_929884170363852,9058,162,92
115332808485663_929781740374095,62670,553,123
115332808485663_929441457074790,9878,145,121
115332808485663_929351863750416,5665,68,45
115332808485663_929278870424382,35553,216,40
115332808485663_928847490467520,12653,227,162
115332808485663_928789843806618,82345,565,109
115332808485663_928461800506089,5321,100,44
115332808485663_928290913856511,39525,266,54
115332808485663_927933723892230,2782,51,22
115332808485663_927861453899457,6510,73,48
115332808485663_927792027239733,113056,946,453
115332808485663_927462217272714,4496,77,41
115332808485663_927386487280287,2012,39,11
115332808485663_927319183953684,2784,57,24
115332808485663_927002723985330,6056,109,54
115332808485663_926918607327075,61750,692,242
115332808485663_926829594002643,123400,1345,473
115332808485663_926494844036118,2898,49,25
115332808485663_925886320763637,1915,48,14
115332808485663_925809334104669,57220,671,346
115332808485663_925049787513957,77076,557,110
115332808485663_924936204191982,4162,88,27
115332808485663_924644534221149,59824,745,284
115332808485663_923979567620979,2567,50,24
115332808485663_923891944296408,4410,55,20
115332808485663_923709277648008,56458,762,310
115332808485663_922975857721350,6149,115,63
115332808485663_922898437729092,4132,62,23
115332808485663_922848994400703,5258,89,45
115332808485663_922306821121587,7144,132,78
115332808485663_922240744461528,280436,3335,1247
115332808485663_921890967829839,5596,116,45
115332808485663_921793504506252,240359,2463,934
115332808485663_921606701191599,77787,433,115
115332808485663_921238351228434,4298,97,27
115332808485663_921053611246908,5748,72,31
115332808485663_920977417921194,2285,38,9
115332808485663_920442157974720,3064,33,26
115332808485663_920357171316552,5695,34,48
115332808485663_920183048000631,8014,100,56
115332808485663_919750434710559,4643,76,32
115332808485663_919522754733327,3131,60,24
115332808485663_919448941407375,27526,232,150
115332808485663_919129101439359,2580,43,25
115332808485663_919113941440875,2583,22,16
115332808485663_919040974781505,9558,87,64
115332808485663_918973138121622,11001,130,25
115332808485663_918436181508651,8795,124,87
115332808485663_918408608178075,5134,52,26
115332808485663_918315558187380,2923,32,26
115332808485663_918242058194730,33179,227,112
115332808485663_917795304906072,8686,94,79
115332808485663_917692264916376,3223,48,28
115332808485663_917621424923460,66612,494,446
115332808485663_917088994976703,34600,335,213
115332808485663_917006934984909,3184,30,27
115332808485663_916944338324502,19562,222,113
115332808485663_916419151710354,8372,78,68
115332808485663_916317055053897,3094,41,41
115332808485663_916200435065559,87707,418,179
115332808485663_915673025118300,3053,34,24
115332808485663_915493705136232,8009,152,76
115332808485663_915407655144837,10580,61,39
115332808485663_915044551847814,5168,52,13
115332808485663_915034081848861,2842,25,25
115332808485663_914956068523329,33143,272,204
115332808485663_914888781863391,44264,353,161
115332808485663_914486725236930,2127,22,41
115332808485663_914401685245434,239397,1844,1454
115332808485663_914220361930233,35701,147,123
115332808485663_913855258633410,6746,57,40
115332808485663_913728728646063,5599,53,63
115332808485663_913639865321616,86427,663,287
115332808485663_913194878699448,2424,20,21
115332808485663_912906422061627,3398,23,33
115332808485663_912815842070685,102577,692,513
115332808485663_912470205438582,29831,218,161
115332808485663_912407305444872,2596,28,29
115332808485663_912345785451024,79391,837,532
115332808485663_911995258819410,6035,95,61
115332808485663_911928918826044,9225,101,89
115332808485663_911863952165874,45400,370,189
115332808485663_911541175531485,1953,23,14
115332808485663_911307182221551,6287,84,102
115332808485663_913777635307839,58,1,3
115332808485663_910759612276308,6248,52,34
115332808485663_910677435617859,7633,113,140
115332808485663_910605152291754,78497,673,392
115332808485663_910214142330855,6628,102,150
115332808485663_910137805671822,3082,30,30
115332808485663_910104415675161,38542,296,139
115332808485663_909555202396749,6586,87,103
115332808485663_909011125784490,2037,35,29
115332808485663_907542292598040,103149,951,454
115332808485663_907471409271795,40741,280,66
115332808485663_906956202656649,5642,46,48
115332808485663_906865912665678,73125,617,307
115332808485663_906442652708004,4955,40,39
115332808485663_906343816051221,4520,70,56
115332808485663_906254982726771,47932,350,151
115332808485663_905934129425523,2325,39,16
115332808485663_905864552765814,7356,119,130
115332808485663_905778599441076,40682,634,232
115332808485663_905403802811889,10614,124,143
115332808485663_905304426155160,6046,98,49
115332808485663_905239919494944,55547,560,222
115332808485663_904913986194204,12190,173,188
115332808485663_904842462868023,54962,775,326
115332808485663_904786569540279,7275,150,119
115332808485663_904435062908763,8114,94,97
115332808485663_904371856248417,3247,55,13
115332808485663_904305556255047,74557,924,431
115332808485663_903939509624985,2865,36,17
115332808485663_903856082966661,3810,52,62
115332808485663_903794422972827,45626,360,242
115332808485663_903468353005434,6490,69,58
115332808485663_903401756345427,2516,42,18
115332808485663_903343879684548,37578,305,165
115332808485663_902915726394030,65761,816,436
115332808485663_902833379735598,841,30,3
115332808485663_902758996409703,4063,92,10
115332808485663_902749216410681,51290,411,253
115332808485663_902197519799184,3469,45,33
115332808485663_902127579806178,10853,291,252
115332808485663_902000596485543,9362,121,154
115332808485663_901997559819180,2815,48,7
115332808485663_901586829860253,24668,208,114
115332808485663_901516673200602,2695,49,17
115332808485663_901442423208027,8111,88,90
115332808485663_901082329910703,4972,44,47
115332808485663_900580893294180,1945,64,26
115332808485663_900942279924708,30772,258,110
115332808485663_900606483291621,5487,100,57
115332808485663_900493956636207,3903,58,26
115332808485663_900408639978072,44053,406,94
115332808485663_899983866687216,3310,55,29
115332808485663_899913373360932,10613,249,178
115332808485663_899834423368827,44278,364,86
115332808485663_899455820073354,4432,61,48
115332808485663_899363833415886,13188,488,404
115332808485663_899358050083131,4063,92,10
115332808485663_899281803424089,131181,1969,657
115332808485663_898790760139860,4684,84,65
115332808485663_898232830195653,10916,145,163
115332808485663_898153880203548,5663,412,34
115332808485663_898075583544711,22748,213,126
115332808485663_897661973586072,3037,45,29
